survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
09:50.0,26:47.0,320.0,true,Floor/Pit,UNKNOWN,Letting vip leave before soundcheck to go to the bathrooms,true,Restrooms,neutral
58:31.0,59:31.0,,false,Unknown,UNKNOWN,"I was so shocked to watch the Courage coach punish 8 of his players after the game in front of the whole crowd. It was humiliating and degrading. My 10 yr old asked why their coach had 8 players doing suicides after the game. It was so horrible to watch the coach punish these amazing players. That would never happen at a menâ€™s game, why do that to us? I will send you video if you need to see what happened.",true,Fan atmosphere and connection,negative
58:31.0,59:15.0,,false,Unknown,UNKNOWN,Loved every moment. Thank you,true,Other / unclassified,positive
09:50.0,42:19.0,640.0,true,Floor/Pit,UNKNOWN,No,false,Other / unclassified,neutral
58:31.0,13:14.0,,false,Unknown,UNKNOWN,Please institute more efficient process for buying merchandise.  Waited in line for 35 minutes.  Missed most of the 2nd half.,true,Queues and wait times,negative
39:19.0,54:39.0,66.2,true,General,YES,Less expensive please haha,true,Other / unclassified,positive
58:31.0,15:47.0,,false,Unknown,UNKNOWN,Lines were too long to purchase any merchandise. Also the items we wanted were sold out once we were even able to get through the line. Otherwise we would have definitely purchased merchandise.,true,Queues and wait times,negative
58:31.0,38:38.0,,false,Unknown,UNKNOWN,"We saw so many folks with the pink Angel City scarves on Friday. When I asked them about how they got them they said as season ticket holders, they'd received an email to pick them up in Santa Monica. I am also a season ticket holder but didn't receive an email. When I reached out to ACFC via email I was informed that they only ordered scarves for people who became season ticket holders by April 1st. I bought my season tickets less than a week later and was saddened that we weren't included in the offer. :( I am a big fan and supporter of women's soccer which is why I became a season ticket holder. I hope that moving forward all season ticket holders will be included in special offers.",true,Fan atmosphere and connection,
09:50.0,28:03.0,320.0,true,Floor/Pit,UNKNOWN,More security at the floor/stage area. Itâ€™s not fun when other people rushed the stage that werenâ€™t seated in our area.,true,Staff and service,negative
09:50.0,22:03.0,99.5,true,General,UNKNOWN,Better Parking Signs,true,Parking and transportation,neutral
09:50.0,11:30.0,798.0,true,General,UNKNOWN,Restrooms should be cleaned more often,true,Restrooms,negative
58:31.0,58:47.0,,false,Unknown,UNKNOWN,Unbelievable atmosphere and show for the first ever home opener. Great for me and my family to be part of making herstory!,true,Fan atmosphere and connection,positive
58:31.0,18:24.0,,false,Unknown,UNKNOWN,It would be really cool to get a ACFC lanyard at some point! I would love to use it for my badge at work. :),true,Other / unclassified,positive
40:54.0,41:33.0,,false,Unknown,UNKNOWN,Please get fountain drinks.  Diet Pepsi.,true,Other / unclassified,neutral
39:19.0,24:11.0,197.0,true,General,YES,Free coffee / Tea for Fig membersâ€¦,true,Other / unclassified,positive
09:50.0,20:33.0,399.0,true,Floor/Pit,UNKNOWN,"sell regular nachos. Went around the whole stadium for some basic arena nachos and no one had just chips and cheese. Everything else was great. I go to many concerts at different arenas and this is by far the nicest, and had the most respected staff. Everyone was super nice and informative.",true,Staff and service,
09:50.0,42:20.0,299.0,true,Premium,UNKNOWN,It would be helpful to have more signs near the Expo station indicating how best to walk to the stadium. People seemed confused about how exactly where to go. It would also have been great to have more than two cashiers at the bar at the field box during peak ordering hours (ex: hour before concert starts).,true,Food and beverage,negative
09:50.0,19:42.0,475.0,true,Floor/Pit,UNKNOWN,Do a background check for staff and security. Security was pushing and being rude to those who sat near barricade.,true,Staff and service,negative
39:19.0,02:44.0,516.36,true,Premium,UNKNOWN,More seating dining/bar area in the Field club would be helpful.,true,Food and beverage,neutral
09:50.0,48:08.0,598.5,true,Floor/Pit,UNKNOWN,Only suggestion would be to add additional access to washrooms from floor seating. It took a lot of time to walk to and from washrooms during the concert.,true,Other / unclassified,negative
58:31.0,50:50.0,,false,Unknown,UNKNOWN,LOVE the energy and culture the ACFC team and staff. Looking forward to the future games! See yâ€™all on Sunday!!,true,Staff and service,positive
09:50.0,33:31.0,199.0,true,General,UNKNOWN,Parking was terrible. It took myself and others over an hour to get down Figueroa street to park in the stadium.,true,Parking and transportation,negative
58:31.0,01:33.0,,false,Unknown,UNKNOWN,"Please have draft beer in the City View Loges or at the very minimum, Hazy IPA in the Can (Gold Can). Founders had both but City View had neither.",true,Food and beverage,
09:50.0,07:36.0,960.0,true,Floor/Pit,UNKNOWN,THE BEST OF THE BEST!,true,Other / unclassified,positive
09:50.0,11:16.0,99.5,true,General,UNKNOWN,staff was extremely rude,true,Staff and service,negative
58:31.0,55:47.0,,false,Unknown,UNKNOWN,"I tried to talk to someone to see if there was any other way to get the â€œday oneâ€ scarves since I live far, but they didnâ€™t know. So if I can get some information on that, it would be very much appreciated.",true,Other / unclassified,neutral
09:50.0,17:25.0,640.0,true,Floor/Pit,UNKNOWN,"There were security issues on the floor day 1, but I was glad it was taken care of day 2.",true,Staff and service,positive
58:31.0,52:53.0,,false,Unknown,UNKNOWN,I wanted to purchase but the store seemed busy! I already have an ACFC sweater so I plan to get something else when I can browse peacefully.,true,Other / unclassified,negative
58:31.0,16:57.0,,false,Unknown,UNKNOWN,I love the overall friendliness,true,Other / unclassified,positive
39:19.0,06:05.0,46.26,true,General,YES,We need the game to broadcast around the minutos inside the stadium,true,Other / unclassified,neutral
58:31.0,01:38.0,,false,Unknown,UNKNOWN,"Getting to parking was problematic.  Also, given the recent upswing in covid infections, please consider requiring masks at games.",true,Parking and transportation,
58:31.0,17:59.0,,false,Unknown,UNKNOWN,"$50 (or the prepaid $40) for parking per game costs more than my ticket, which feels excessive.",true,Parking and transportation,
58:31.0,12:21.0,,false,Unknown,UNKNOWN,No,false,Other / unclassified,negative
58:31.0,35:25.0,,false,Unknown,UNKNOWN,Missed the pre show and first 20 mins of game because the lines were so long,true,Queues and wait times,negative
58:31.0,55:29.0,,false,Unknown,UNKNOWN,We were really bummed about the food options. We are also LAFC season ticket holders and the food was the same.,true,Food and beverage,negative
39:19.0,04:08.0,252.0,true,General,YES,The ice cream and churros is terrible. Not a good option.,true,Other / unclassified,negative
09:50.0,27:06.0,358.5,true,Premium,UNKNOWN,Staff behavior should be improved. Staff at the entrance were screaming at people and were fighting with each other at the entrance,true,Entry and wayfinding,negative
58:31.0,47:18.0,,false,Unknown,UNKNOWN,Loved every second of our experience. Canâ€™t wait for the next game!!,true,Queues and wait times,positive
58:31.0,17:11.0,,false,Unknown,UNKNOWN,I was expecting more from the pregame. We were told to be in our seats by 6:30 pm and nothing happened until after 7 pm. I may have to miss the midweek games as I work making metro impossible and parking at the stadium is to expensive and a nightmare,true,Parking and transportation,negative
09:50.0,25:53.0,119.0,true,General,UNKNOWN,Make the parking communication more clear.,true,Parking and transportation,neutral
09:50.0,45:47.0,99.5,true,General,UNKNOWN,get water dispensers,true,Other / unclassified,neutral
09:50.0,02:15.0,199.5,true,Floor/Pit,UNKNOWN,"number the floor seats, make it faster, train staff on what to do, put floor signage, make it more clear",true,Entry and wayfinding,neutral
58:31.0,13:19.0,,false,Unknown,UNKNOWN,Great Game and atmosphere!,true,Fan atmosphere and connection,positive
58:31.0,20:08.0,,false,Unknown,UNKNOWN,I just wished that we received the 15% discount the day before to use. We spent over $500 with no discount.,true,Affordability and value,negative
39:19.0,38:40.0,,false,Unknown,YES,Need more seating in the lounge areas,true,Other / unclassified,neutral
39:19.0,52:32.0,,false,Unknown,NO,Great experience,true,Other / unclassified,positive
40:54.0,26:08.0,,false,Unknown,UNKNOWN,A great game and win. Disappointed that my last comments (pride game) were not acknowledged.,true,Other / unclassified,neutral
09:50.0,36:22.0,398.0,true,General,UNKNOWN,More food choices,true,Food and beverage,positive
58:31.0,57:58.0,,false,Unknown,UNKNOWN,"It would be great to have some kind of subtitles for screens.  It was very hard to hear.  Would also help with chants as no one knows them.  Would also like a printed roster handed out.  On the website, Team says â€œcoming soonâ€",true,Other / unclassified,neutral
09:50.0,05:21.0,399.0,true,Floor/Pit,UNKNOWN,"Honestly itâ€™s really hard to see at the floor seats; a lot of people not just me werenâ€™t able to actually see the performers and had to rely on the big screen cuz of how people were attempting to steal closer seats to the stage that werenâ€™t theirs, moved up front for some reason, had huge signs , or just completely blocked the view . Idk how to fix it but yeah it really sucked and kinda ruined the experience :/",true,Other / unclassified,
